"","imdb_title_id","title","original_title","year","date_published","genre","duration","country","language","director","writer","production_company","actors","description","avg_vote","votes","budget","usa_gross_income","worlwide_gross_income","metascore","reviews_from_users","reviews_from_critics"
"67164","tt2406566","Atomica bionda","Atomic Blonde","2017","2017-08-17","Action",115,"USA, Germany, Sweden, Hungary","English, German, Russian, Swedish","David Leitch","Kurt Johnstad, Antony Johnston","Focus Features","Charlize Theron, James McAvoy, Eddie Marsan, John Goodman, Toby Jones, James Faulkner, Roland Møller, Sofia Boutella, Bill Skarsgård, Sam Hargrave, Jóhannes Haukur Jóhannesson, Til Schweiger, Barbara Sukowa, Attila C. Arpa, Martin Angerbauer","An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.","6,7",171059,"$ 30000000","$ 51687870","$ 100014025",63,748,455
"67455","tt2473510","Paranormal Activity: Dimensione fantasma","Paranormal Activity: The Ghost Dimension","2015","2015-10-23","Horror",88,"USA","English, German, Ukrainian","Gregory Plotkin","Jason Pagan, Andrew Deutschman","Blumhouse Productions","Chris J. Murray, Brit Shaw, Ivy George, Dan Gill, Olivia Taylor Dudley, Chloe Csengery, Jessica Tyler Brown, Don McManus, Michael Krawic, Hallie Foote, Aiden Lovekamp, Cara Pifko, Mark Steger","Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan.","4,6",24339,"$ 10000000","$ 18300124","$ 78903124",30,130,139
"67582","tt2505294","Chiedimi tutto","Ask Me Anything","2014","2014-12-19","Drama",100,"USA","Italian, English, German","Allison Burnett","Allison Burnett, Allison Burnett","Tait Productions","Britt Robertson, Molly Hagan, Andy Buckley, Robert Patrick, Zuleikha Robinson, Christian Slater, Kimberly Williams-Paisley, Max Carver, Justin Long, Martin Sheen, Sharon Omi, Gia Mantegna, Max Hoffman, Beatrice Rosen, Cathryn de Prume","A confused teenager writes a blog revealing her daily activities and secrets, advised to do so by her high school guidance counselor in lieu of moving onto her first year in college.","6",11351,"$ 950000","","",NA,83,10
"67649","tt2521188","Pod mocnym aniolem","Pod mocnym aniolem","2014","2014-01-17","Drama",110,"Poland, Hungary","Polish, English, Russian, German","Wojciech Smarzowski","Wojciech Smarzowski, Jerzy Pilch","Fundacja EDM+","Robert Wieckiewicz, Julia Kijowska, Adam Woronowicz, Jacek Braciak, Lech Dyblik, Arkadiusz Jakubik, Iwona Wszolkówna, Kinga Preis, Iwona Bielska, Marian Dziedziel, Krzysztof Kiersznowski, Marcin Dorocinski, Izabela Kuna, Andrzej Grabowski, Stanislaw Banas","Jerzy is a celebrity writer and a chronic alcoholic who camouflages his drinking problem with his wits and charm. As a frequent visitor of the rehab center, he meets fellow addicts from all walks of life and social backgrounds.","6,9",2482,"$ 2100000","","$ 5235397",NA,3,6
"67745","tt2544734","Bullet","Bullet","2014","2014-02-22","Action",87,"USA","English, Spanish, French, German","Nick Lyon","Nick Lyon, Ron Peer","SC Films International","Danny Trejo, Jonathan Banks, Julia Dietze, John Savage, Torsten Voges, Eve Mauro, Eric Etebari, Tinsel Korey, Robert Blanche, Eric St. John, Seri DeYoung, Kyle Villalovos, Max Perlich, Noel Gugliemi, Emilio Rivera","A tough cop takes the law into his own hands when his grandson is kidnapped.","4,6",3308,"$ 3000000","","$ 23730",NA,23,23
"67763","tt2548396","The Cloverfield Paradox","The Cloverfield Paradox","2018","2018-02-04","Action",102,"USA","English, Mandarin, German","Julius Onah","Oren Uziel, Oren Uziel","Bad Robot","Gugu Mbatha-Raw, David Oyelowo, Daniel Brühl, John Ortiz, Chris O'Dowd, Aksel Hennie, Ziyi Zhang, Elizabeth Debicki, Roger Davies, Clover Nee, Jordan Rivera, Michael Stokes III, Celeste Clark, Nathan Oliver, Donal Logue","Orbiting a planet on the brink of war, scientists test a device to solve an energy crisis, and end up face-to-face with a dark alternate reality.","5,5",92693,"$ 45000000","","",37,649,247
"67852","tt2566644","Seoul Searching","Seoul Searching","2015","2017-12-15","Comedy",105,"South Korea, China, USA","English, Korean, German","Benson Lee","Benson Lee","Seoul Searching","Justin Chon, Jessika Van, In-Pyo Cha, Teo Yoo, Esteban Ahn, Rosalina Lee, Albert Kong, Heejun Han, Crystal Kay, Nekhebet Kum Juch, Uatchet Jin Juch, Sue Son, Gwi-hwa Choi, Seong-guk Choi, David Lee McInnis","In 1986, a group of foreign born Korean teenagers attend a summer camp in South Korea.","7",1146,"$ 2100000","$ 18654","$ 18654",63,11,14
"67947","tt2584384","Jojo Rabbit","Jojo Rabbit","2019","2020-01-16","Comedy",108,"USA, New Zealand, Czech Republic","English, German","Taika Waititi","Christine Leunens, Taika Waititi","TSG Entertainment","Roman Griffin Davis, Thomasin McKenzie, Scarlett Johansson, Taika Waititi, Sam Rockwell, Rebel Wilson, Alfie Allen, Stephen Merchant, Archie Yates, Luke Brandon Field, Sam Haygarth, Stanislav Callas, Joe Weintraub, Brian Caspe, Gabriel Andrews","A young boy in Hitler's army finds out his mother is hiding a Jewish girl in their home.","7,9",253681,"$ 14000000","$ 33370906","$ 90335025",58,1439,410
"68104","tt2624866","Die Präsenz","Die Präsenz","2014","2014-10-31","Horror",83,"Germany","German, English","Daniele Grieco","Daniele Grieco","Stella Maris Film","Liv Lisa Fries, Matthias Dietrich, Henning Nöhren, Susanne Reuter, Andreas Stenschke","Markus spends some time with his girlfriend Rebecca and friend Lukas in Hohnau castle which is uninhabited and supposed to be haunted. For two of them it's the last days of their lives.","4",1381,"$ 40000","","",NA,24,42
"68319","tt2674358","Hunter's Prayer - In fuga","The Hunter's Prayer","2017","2017-06-09","Action",91,"USA, Spain, Germany","English, German, French","Jonathan Mostow","John Brancato, Michael Ferris","Apollo Media","Martin Compston, Tina Maskell, Eben Young, Stephanie Dooley, Odeya Rush, Lucy Jackson, Claudia Trujillo, Kate Dobson, Sam Worthington, Eudald Font, Mateo Rufino, Amy Landecker, Colin Parry, Dylan Miles-Davis, Allen Leech","An assassin helps a young woman avenge the death of her family.","5,6",7788,"$ 28000000","","$ 236820",35,44,38
"68416","tt2713180","Fury","Fury","2014","2015-06-02","Action",134,"USA, China, UK","English, German","David Ayer","David Ayer","Columbia Pictures","Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña, Jon Bernthal, Jim Parrack, Brad William Henke, Kevin Vance, Xavier Samuel, Jason Isaacs, Anamaria Marinca, Alicia von Rittberg, Scott Eastwood, Laurence Spellman, Daniel Betts","A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.","7,6",415279,"$ 68000000","$ 85817906","$ 211822697",64,945,435
"68748","tt2815902","L'infanzia di un capo","The Childhood of a Leader","2015","2017-06-29","Drama",115,"USA, Canada, UK, France, Hungary, Belgium","English, French, German","Brady Corbet","Mona Fastvold, Brady Corbet","Scion Pictures","Bérénice Bejo, Liam Cunningham, Stacy Martin, Yolande Moreau, Jacques Boudet, Robert Pattinson, Tom Sweet, Sophie Lane Curtis, Rebecca Dayan, Michael Epp, Kata Petõ, Mark C. Phelan, Jeremy Wheeler, Andrew Osterreicher, Scott Alexander Young","A chronicle of the childhood of a post-World War I leader.","6,1",5519,"$ 3000000","","$ 245546",68,38,84
"68852","tt2848292","Pitch Perfect 2","Pitch Perfect 2","2015","2015-05-28","Comedy",115,"USA","English, German","Elizabeth Banks","Kay Cannon, Mickey Rapkin","Brownstone Productions (II)","Anna Kendrick, Rebel Wilson, Hailee Steinfeld, Brittany Snow, Skylar Astin, Adam Devine, Katey Sagal, Anna Camp, Ben Platt, Alexis Knapp, Hana Mae Lee, Ester Dean, Chrissie Fit, Birgitte Hjort Sørensen, Flula Borg","After a humiliating command performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform.","6,4",139566,"$ 29000000","$ 184296230","$ 287144079",63,226,242
"68889","tt2856930","Gagarin - Primo nello spazio","Gagarin. Pervyy v kosmose","2013","2013-06-06","Adventure",108,"Russia","Russian, German","Pavel Parkhomenko","Andrey Dmitriev, Oleg Kapanets","Kremlin Films","Yaroslav Zhalnin, Mikhail Filippov, Olga Ivanova, Vadim Michman, Vladimir Steklov, Viktor Proskurin, Nadezhda Markina, Daniil Vorobyov, Inga Strelkova-Oboldina, Sergey Tezov, Anatoliy Otradnov, Vladimir Chuprikov, Evgeniy Tkachuk, Sergey Laktyunkin, Anatoliy Gushchin","On April 12, 1961, Soviet cosmonaut Gagarin blasted off in a Vostok rocket and he orbited Earth for 108 minutes. He was the cosmonaut who was selected from over three thousand fighter pilots throughout the Soviet Union.","6,6",2900,"$ 9500000","","$ 1121976",NA,13,21
"68935","tt2872732","Lucy","Lucy","2014","2014-09-25","Action",89,"France, Germany, Taiwan, Canada, USA, UK","English, Mandarin, French, Italian, German, Spanish, Korean","Luc Besson","Luc Besson","EuropaCorp","Scarlett Johansson, Morgan Freeman, Min-sik Choi, Amr Waked, Julian Rhind-Tutt, Pilou Asbæk, Analeigh Tipton, Nicolas Phongpheth, Jan Oliver Schroeder, Luca Angeletti, Loïc Brabant, Pierre Grammont, Pierre Poirot, Bertrand Quoniam, Pascal Loison","A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.","6,4",433936,"$ 40000000","$ 126663600","$ 458863600",61,1159,439
"68944","tt2876428","Guten Tag, Ramón","Guten Tag, Ramón","2013","2014-08-21","Drama",120,"Mexico, Germany","German, Spanish","Jorge Ramírez Suárez","Jorge Ramírez Suárez","Beanca Films","Kristyan Ferrer, Ingeborg Schöner, Adriana Barraza, Arcelia Ramírez, Rüdiger Evers, Hector Kotsifakis, Marcel Batangtaris, Andreas Berg, Marius Biegai, Jorge de los Reyes, Karl Friedrich, Anna Haack, Micky Jukovic, Franziska Kruse, Michèle Akouvi Müller","Ramon, a young Mexican boy, tries to cross the border for the fifth time but fails. His friend tells him about his aunt living in Germany and that she has a better life over there. Ramon then goes to Germany to find his friend's aunt.","7,6",2731,"$ 4000000","$ 154356","$ 5104868",NA,8,28
"69190","tt2942196","Brothers of War","Brothers of War","2015","2015-06-01","Drama",108,"UK, Germany","English, French, German","Mike Carter","Mike Carter, Mike Carter","MCN Productions","Rory Finn, Daniel Attwell, Fiona Bruce, Gordon Winter, Clare Fettarappa, Natasha Staples, Owen Aaronovitch, Louisa Adams, Roger Alborough, Charlie Allen, Craig Appleton, Nick Beeby, Max Birkett, Peter Birkett, Mkaya Carrigan","With the world on the brink of WWII, a violent rivalry over the same woman tears two brothers apart. Seeking redemption, the younger brother escapes to the front lines of battle.","4,6",239,"$ 1700000","","",NA,12,NA
"69588","tt3038708","Iron Sky - La battaglia continua","Iron Sky: The Coming Race","2019","2019-01-16","Action",93,"Finland, Germany, Belgium","English, German","Timo Vuorensola","Dalan Musson, Jarmo Puskala","Iron Sky Universe","Lara Rossi, Vladimir Burlakov, Kit Dale, Julia Dietze, Stephanie Paul, Tom Green, Udo Kier, John Flanders, James Quinn, Emily Atack, Martin Swabey, Pierce Nathan-Calvin Baechler, Christoph Drobig, Edward Judge, Kari Berg","A follow-up to the film","5",7921,"$ 21000000","","$ 400900",NA,137,57
"69736","tt3079380","Spy","Spy","2015","2015-07-15","Action",120,"USA, UK, France, Hungary, Germany","English, French, Italian, German, Hungarian","Paul Feig","Paul Feig","Twentieth Century Fox","Jude Law, Raad Rawi, Melissa McCarthy, Jessica Chaffin, Miranda Hart, Sam Richardson, Katie Dippold, Jaime Pacheco, Romain Apelbaum, Allison Janney, Rose Byrne, Richard Brake, Steve Bannos, Morena Baccarin, Jason Statham","A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.","7",225974,"$ 65000000","$ 110825712","$ 235666219",75,498,384
"70066","tt3148834","Il castello magico","The House of Magic","2013","2014-01-01","Animation",85,"Belgium, UK, France","English, French, German","Jeremy Degruson, Ben Stassen","Ben Stassen, James Flynn","nWave Pictures","Cinda Adams, George Babbit, Brianne Brozey, Kathleen Gati, Joey Camen, Grant George, Shanelle Gray, Nina Grillo, Kyle Hebert, Goldie Jonsie, Kendra Leif, Joe Ochman, Millie Mup, Will Parks, Sage Sommer","Thunder, an abandoned young cat seeking shelter from a storm, stumbles into the strangest house imaginable, owned by an old magician and inhabited by a dazzling array of automatons and gizmos.","6,2",6066,"$ 34000000","$ 4091","$ 64197205",47,28,66
"70118","tt3160230","Angel of the Skies - Battaglia nei cieli","Angel of the Skies","2013","2013-11-19","Crime",98,"South Africa","German, English","Christopher-Lee dos Santos","Christopher-Lee dos Santos","DS Films Entertainment","Nicholas Van Der Bijl, Andre Frauenstein, Brad Backhouse, Ryan Dittmann, Jason Glanville, Lillie Claire, Adam Boys, Nic Rasenti, David James, Deborah Lettner, Andrew Worsdale, Grant Wilson, Natalie Simmonds, Gino Pisanti, Thorsten Wedekind","War is declared and Britain must take action against Nazi Germany if Europe is going to be saved from its ruthless clutches. Determined to beat the enemy Flt. Office Earl Kirk, a young ...","4",707,"$ 30000","","",NA,28,6
"70321","tt3204734","Allies","Allies","2014","2014-11-01","Action",93,"UK","French, German, English","Dominic Burns","Jeremy Sheldon, Dominic Burns","Summerwood Media","Julian Ovenden, Chris Reilly, Matt Willis, Edmund Kingsley, Leon Vickers, Frank Leboeuf, Erich Redman, Werner Daehn, Emmanuelle Bouaziz, Mark Moraghan, Felix Auer, Mark Barnett, Isabeau Bentley, David Bertrand, Richard Bishop","August 1944. A team of British soldiers led by a US Captain are dropped behind enemy lines in France on a mission that could shorten the war. As nothing goes according to plan, commando ...","5,1",837,"$ 3000000","","",NA,42,7
"70640","tt3289724","Benvenuti a Marwen","Welcome to Marwen","2018","2019-01-10","Biography",116,"Japan, USA","English, German, French, Russian","Robert Zemeckis","Robert Zemeckis, Caroline Thompson","Canadian Film or Video Production Tax Credit (CPTC)","Steve Carell, Falk Hentschel, Matt O'Leary, Nikolai Witschl, Patrick Roccas, Alexander Lowe, Eiza González, Leslie Zemeckis, Merritt Wever, Gwendoline Christie, Stefanie von Pfetten, Janelle Monáe, Leslie Mann, Neil Jackson, Samantha Hum","A victim of a brutal attack finds a unique and beautiful therapeutic outlet to help him through his recovery process.","6,2",17916,"$ 39000000","$ 10763520","$ 13061491",40,241,135
"70929","tt3361792","Tolkien","Tolkien","2019","2019-09-12","Biography",112,"USA","English, Middle English, Old English, Latin, German","Dome Karukoski","David Gleeson, Stephen Beresford","Fox Searchlight Pictures","Nicholas Hoult, Al Bollands, Kallum Tolkien, Craig Roberts, Harry Gilby, Colm Meaney, Laura Donnelly, Guillermo Bedward, Nia Gwynne, Pam Ferris, Adrian Schiller, Albie Marber, Ty Tennant, Adam Bregman, Tony Nash","The formative years of the orphaned author","6,8",30026,"$ 20000000","$ 4535154","$ 9090040",48,228,160
"70994","tt3385516","X-Men: Apocalisse","X-Men: Apocalypse","2016","2016-05-18","Action",144,"USA","English, Polish, German, Arabic, Egyptian (Ancient)","Bryan Singer","Simon Kinberg, Bryan Singer","Twentieth Century Fox","James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult, Oscar Isaac, Rose Byrne, Evan Peters, Josh Helman, Sophie Turner, Tye Sheridan, Lucas Till, Kodi Smit-McPhee, Ben Hardy, Alexandra Shipp, Lana Condor","In the 1980s the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive through bringing destruction to the world.","6,9",384887,"$ 178000000","$ 155442489","$ 543934105",52,835,488
"71083","tt3402236","Assassinio sull'Orient Express","Murder on the Orient Express","2017","2017-11-30","Crime",114,"Malta, USA","English, French, German, Arabic","Kenneth Branagh","Michael Green, Agatha Christie","Twentieth Century Fox","Paapa Essiedu, Yassine Zeroual, Asan N'Jie, Michael Rouse, Kenneth Branagh, Elliot Levey, David Annen, Joseph Long, Andy Apollo, Hadley Fraser, Daisy Ridley, Leslie Odom Jr., Ziad Abaza, Nari Blair-Mangat, Luke Brady","When a murder occurs on the train on which he's travelling, celebrated detective Hercule Poirot is recruited to solve the case.","6,5",203262,"$ 55000000","$ 102826543","$ 352789811",52,890,409
"71114","tt3411444","Ferdinand","Ferdinand","2017","2017-12-21","Animation",108,"USA, Spain","English, Spanish, German","Carlos Saldanha","Robert L. Baird, Tim Federle","Blue Sky Studios","Jack Gore, Jet Jurgensmeyer, Nile Diaz, Colin H. Murphy, Carlos Saldanha, Jeremy Sisto, Bobby Cannavale, Raúl Esparza, Luis Carlos de La Lombana, Juanes, Jerrod Carmichael, Julia Scarpa Saldanha, John Cena, Lily Day, Rafael Scarpa Saldanha","After Ferdinand, a bull with a big heart, is mistaken for a dangerous beast, he is captured and torn from his home. Determined to return to his family, he rallies a misfit team on the ultimate adventure.","6,7",46400,"$ 111000000","$ 84410380","$ 296069199",58,143,137
"71133","tt3416742","Vita da vampiro - What We Do in the Shadows","What We Do in the Shadows","2014","2014-06-19","Comedy",86,"New Zealand","English, German, Spanish, Latin","Jemaine Clement, Taika Waititi","Jemaine Clement, Taika Waititi","Unison Films","Jemaine Clement, Taika Waititi, Jonny Brugh, Cori Gonzalez-Macuer, Stu Rutherford, Ben Fransham, Jackie van Beek, Elena Stejko, Jason Hoyte, Karen O'Leary, Mike Minogue, Chelsie Preston Crayford, Ian Harcourt, Ethel Robinson, Brad Harding","Viago, Deacon and Vladislav are vampires who are finding that modern life has them struggling with the mundane - like paying rent, keeping up with the chore wheel, trying to get into nightclubs and overcoming flatmate conflicts.","7,7",150662,"$ 1600000","$ 3469224","$ 6946808",76,346,307
"71281","tt3453580","Tape_13","Tape_13","2014","2014-02-11","Horror",81,"Germany","English, German","Axel Stein","Jan-Oliver Lampe, Axel Stein","Rat Pack Filmproduktion","Nadine Petry, Lars Steinhöfel, Cristina do Rego, Sonja Gerhardt, Lars Walther, Pit Bukowski, Uwe Rohde","Two young lovers travel across Germany. Somewhere in the volcanic Eifel Region they got lost and were never to be seen again.","3,3",222,"$ 50000","","",NA,1,6
"71477","tt3498820","Captain America: Civil War","Captain America: Civil War","2016","2016-05-04","Action",147,"USA","English, German, Xhosa, Russian, Romanian, Hindi","Anthony Russo, Joe Russo","Christopher Markus, Stephen McFeely","Marvel Studios","Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie, Don Cheadle, Jeremy Renner, Chadwick Boseman, Paul Bettany, Elizabeth Olsen, Paul Rudd, Emily VanCamp, Tom Holland, Daniel Brühl, Frank Grillo","Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.","7,8",644241,"$ 250000000","$ 408084349","$ 1153332120",75,1422,670
"71480","tt3499096","Race - Il colore della vittoria","Race","2016","2016-03-31","Biography",134,"Canada, Germany, France","English, German","Stephen Hopkins","Joe Shrapnel, Anna Waterhouse","Forecast Pictures","Stephan James, Jason Sudeikis, Eli Goree, Shanice Banton, Carice van Houten, Jeremy Irons, William Hurt, David Kross, Jonathan Higgins, Tony Curran, Amanda Crew, Barnaby Metschurat, Chantel Riley, Vlasta Vrana, Shamier Anderson","Jesse Owens' quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy.","7,1",33910,"$ 35000000","$ 19206207","$ 25070261",56,99,162
"72033","tt3640424","Allied: Un'ombra nascosta","Allied","2016","2017-01-12","Action",124,"UK, USA","English, French, German, Arabic","Robert Zemeckis","Steven Knight","Paramount Pictures","Brad Pitt, Vincent Ebrahim, Xavier de Guillebon, Marion Cotillard, Camille Cottin, Michael McKell, Vincent Latorre, Fleur Poad, August Diehl, Miryam Hayward, Iselle Rifat, Aysha Kanayo, Anton Blake, Daniel Betts, Sally Messham","In 1942, a Canadian intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.","7,1",137686,"$ 85000000","$ 40098064","$ 119520023",60,309,311
"72202","tt3682448","Il ponte delle spie","Bridge of Spies","2015","2015-12-16","Drama",142,"Germany, India, USA","English, German, Russian","Steven Spielberg","Matt Charman, Ethan Coen","DreamWorks","Mark Rylance, Domenick Lombardozzi, Victor Verhaeghe, Mark Fichera, Brian Hutchison, Tom Hanks, Joshua Harto, Henny Russell, Rebekah Brockman, Alan Alda, John Rue, Billy Magnussen, Amy Ryan, Jillian Lebling, Noah Schnapp","During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.","7,6",281247,"$ 40000000","$ 72313754","$ 165478348",81,467,504
"72296","tt3700392","Heidi","Heidi","2015","2016-03-24","Drama",111,"Germany, Switzerland, South Africa","German, Swiss German, Afrikaans","Alain Gsponer","Petra Biondina Volpe, Johanna Spyri","Claussen Wöbke Putz Filmproduktion","Anuk Steffen, Anna Schinz, Lilian Naef, Bruno Ganz, Peter Jecklin, Christoph Gaugler, Quirin Agrippi, Rebecca Indermaur, Monica Gubser, Arthur Bühler, Marietta Jemmi, Peter Lohmeyer, Katharina Schüttler, Isabelle Ottmann, Jella Haase","A story of a young girl who lives in the Swiss Alps with her goat herding Grandfather.","7,5",4534,"$ 8800000","","$ 38755161",NA,32,43
"72454","tt3733774","I corrotti - The Trust","The Trust","2016","2016-05-13","Crime",92,"USA","English, German","Alex Brewer, Benjamin Brewer","Benjamin Brewer, Adam Hirsch","Highland Film Group (HFG)","Nicolas Cage, Elijah Wood, Sky Ferreira, Eric Heister, Alexandria Lee, Ethan Suplee, Kenna James, Steven Williams, Carl Windom Carlito, Jerry Lewis, Lisa Mack, Marc D. Donovan, Kevin Weisman, Erica Vanlee, Tommie Vegas","A pair of cops investigating a drug invasion stumble upon a mysterious bank vault.","5,4",17382,"$ 9000000","","$ 321650",58,152,87
"72531","tt3754976","Elephant Song","Elephant Song","2014","2015-02-26","Drama",110,"Canada","English, French, Italian, German, Latin","Charles Binamé","Nicolas Billon, Nicolas Billon","Melenny Productions","Bruce Greenwood, Xavier Dolan, Carrie-Anne Moss, Guy Nadon, Colm Feore, Catherine Keener, Gianna Corbisiero, Cindy Sampson, Larry Day, Melody Godin-Cormier, Mark Donker, Matt Holland, Enrique Pérez-Mesa, Ethan Bolduc, Germano Santana","A psychiatrist is drawn into a complex mind game when he questions a disturbed patient about the disappearance of a colleague.","6,6",4009,"$ 6000000","","$ 171505",NA,18,27
"72680","tt3799694","The Nice Guys","The Nice Guys","2016","2016-06-01","Action",116,"USA","English, German","Shane Black","Shane Black, Anthony Bagarozzi","Warner Bros.","Russell Crowe, Ryan Gosling, Angourie Rice, Matt Bomer, Margaret Qualley, Yaya DaCosta, Keith David, Beau Knapp, Lois Smith, Murielle Telio, Gil Gerard, Daisy Tahan, Kim Basinger, Jack Kilmer, Lance Valentine Butler","In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star.","7,4",270133,"$ 50000000","$ 36261763","$ 62788218",70,456,452
"72748","tt3817188","Milyy Khans, dorogoy Pyotr","Milyy Khans, dorogoy Pyotr","2015","2016-03-10","Drama",110,"Germany, Russia","Russian, German","Aleksandr Mindadze","Aleksandr Mindadze, Aleksandr Mindadze","Ma.ja.de. Fiction","Sebastyan Anton, Andryus Daryala, Jakob Diehl, Marc Hosemann, Roza Khayrullina, Svetlana Kosolapova, Birgit Minichmayr, Angelina Rimashevskaya, Evgeniy Sarmont, Anna Skidanova, Mark Waschke","It is a story of love and friendship, proclaiming the triumph of the universal human values. Unaware of the approaching war, Russian and German engineers find themselves united by one common goal at the glass manufacturing plant in USSR.","6,1",170,"$ 3500000","","$ 15565",NA,NA,5
"72828","tt3835080","31","31","2016","2016-09-16","Horror",102,"UK, USA","English, Spanish, German","Rob Zombie","Rob Zombie","Bow and Arrow Entertainment","Sheri Moon Zombie, Jeff Daniel Phillips, Lawrence Hilton-Jacobs, Meg Foster, Kevin Jackson, Malcolm McDowell, Jane Carr, Judy Geeson, Richard Brake, Pancho Moler, David Ury, Lew Temple, Torsten Voges, Elizabeth Daily, Michael 'Red Bone' Alcott","Five carnival workers are kidnapped and held hostage in an abandoned, hellish compound where they are forced to participate in a violent game, the goal of which is to survive twelve hours against a gang of sadistic clowns.","5,1",17722,"$ 1500000","$ 779820","$ 850419",35,209,224
"72854","tt3838992","Yoga Hosers - Guerriere per sbaglio","Yoga Hosers","2016","2016-09-02","Action",88,"USA","English, French, German","Kevin Smith","Kevin Smith","Abbolita Productions","Lily-Rose Depp, Harley Quinn Smith, Adam Brody, Harley Morenstein, Ashley Greene, Jack Depp, Austin Butler, Tyler Posey, Jennifer Schwalbach Smith, Justin Long, Tony Hale, Natasha Lyonne, Genesis Rodriguez, Vanessa Paradis, Haley Joel Osment","Two teenage yoga enthusiasts must do battle with an evil presence that is threatening to rise from its underground lair and endanger their major party plans.","4,3",11894,"$ 5000000","","$ 36585",23,106,113
"72897","tt3850590","Krampus: Natale non è sempre Natale","Krampus","2015","2015-12-04","Comedy",98,"USA","English, German","Michael Dougherty","Todd Casey, Michael Dougherty","Legendary Entertainment","Emjay Anthony, Adam Scott, Toni Collette, Stefania LaVie Owen, Krista Stadler, Conchata Ferrell, Allison Tolman, David Koechner, Maverick Flack, Queenie Samuel, Lolo Owen, Sage Hunefeld, Leith Towers, Curtis Vowell, Luke Hawker","A boy who has a bad Christmas accidentally summons a festive demon to his family home.","6,1",60237,"$ 15000000","$ 42725475","$ 61548707",49,302,259
"72956","tt3864056","Il cardellino","The Goldfinch","2019","2019-10-10","Drama",149,"USA","English, Ukrainian, German, French","John Crowley","Peter Straughan, Donna Tartt","Amazon Studios","Oakes Fegley, Ansel Elgort, Nicole Kidman, Jeffrey Wright, Luke Wilson, Sarah Paulson, Willa Fitzgerald, Aneurin Barnard, Finn Wolfhard, Ashleigh Cummings, Aimee Laurence, Robert Joy, Boyd Gaines, Carly Connors, Luke Kleintank","A boy in New York is taken in by a wealthy Upper East Side family after his mother is killed in a bombing at the Metropolitan Museum of Art.","6,3",14265,"$ 45000000","$ 5332621","$ 9932621",40,250,137
"73772","tt4120176","Le cose che verranno","L'avenir","2016","2017-04-20","Drama",102,"France, Germany","French, English, German","Mia Hansen-Løve","Mia Hansen-Løve","CG Cinéma","Isabelle Huppert, André Marcon, Roman Kolinka, Edith Scob, Sarah Le Picard, Solal Forte, Guy-Patrick Sainderichin, Yves Heck, Rachel Arditi, Charline Bourgeois-Tacquet, Elise Lhomeau, Lionel Dray, Larissa Guist, Linus Westheuser, Clemens Melzer","A philosophy teacher soldiers through the death of her mother, losing her book deal, and dealing with a husband who is cheating on her.","7",11439,"$ 2100000","$ 388140","$ 5638693",88,44,184
"73820","tt4136084","Florence","Florence Foster Jenkins","2016","2016-12-22","Biography",111,"UK, France","English, German, Italian, Russian","Stephen Frears","Nicholas Martin","Pathé","Meryl Streep, Hugh Grant, Simon Helberg, Rebecca Ferguson, Nina Arianda, Stanley Townsend, Allan Corduner, Christian McKay, David Haig, John Sessions, Brid Brennan, John Kavanagh, Pat Starr, Maggie Steed, Thelma Barlow","The story of Florence Foster Jenkins, a New York heiress who dreamed of becoming an opera singer, despite having a terrible singing voice.","6,8",49593,"$ 29000000","$ 27383770","$ 49052787",71,192,252
"73866","tt4154796","Avengers: Endgame","Avengers: Endgame","2019","2019-04-24","Action",181,"USA","English, Japanese, Xhosa, German","Anthony Russo, Joe Russo","Christopher Markus, Stephen McFeely","Marvel Studios","Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner, Don Cheadle, Paul Rudd, Benedict Cumberbatch, Chadwick Boseman, Brie Larson, Tom Holland, Karen Gillan, Zoe Saldana, Evangeline Lilly","After the devastating events of","8,4",754786,"$ 356000000","$ 858373000","$ 2797800564",78,8869,557
